sample_id,version,mode,scorer,predicted,truth,cwe_predicted,cwe_truth,group
CVE-2026-54707,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-863,logic
CVE-2026-54707,vuln,code,LocalLLMScorer,vulnerable,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,both,StructuralHeuristicScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,both,CodeQLBaselineScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,both,ConfigSigScorer,abstain,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,both,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-863,logic
CVE-2026-54707,vuln,both,LocalLLMScorer,vulnerable,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,request,StructuralHeuristicScorer,abstain,benign,,CWE-863,logic
CVE-2026-54707,fixed,request,CodeQLBaselineScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,request,ConfigSigScorer,abstain,benign,,CWE-863,logic
CVE-2026-54707,fixed,request,CPGEvidenceScorer,abstain,benign,,CWE-863,logic
CVE-2026-54707,fixed,request,LocalLLMScorer,abstain,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,ConfigSigScorer,abstain,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-863,logic
CVE-2026-54707,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,both,StructuralHeuristicScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,both,CodeQLBaselineScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,both,ConfigSigScorer,abstain,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,both,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-863,logic
CVE-2026-54707,fixed,both,LocalLLMScorer,vulnerable,benign,CWE-863,CWE-863,logic
CVE-2026-54785,vuln,request,StructuralHeuristicScorer,abstain,vulnerable,,CWE-022,taint
CVE-2026-54785,vuln,request,CodeQLBaselineScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,request,ConfigSigScorer,abstain,vulnerable,,CWE-022,taint
CVE-2026-54785,vuln,request,CPGEvidenceScorer,abstain,vulnerable,,CWE-022,taint
CVE-2026-54785,vuln,request,LocalLLMScorer,abstain,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,StructuralHeuristicScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,LocalLLMScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,both,StructuralHeuristicScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,both,CodeQLBaselineScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,both,ConfigSigScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,both,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,both,LocalLLMScorer,vulnerable,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,request,StructuralHeuristicScorer,abstain,benign,,CWE-022,taint
CVE-2026-54785,fixed,request,CodeQLBaselineScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,request,ConfigSigScorer,abstain,benign,,CWE-022,taint
CVE-2026-54785,fixed,request,CPGEvidenceScorer,abstain,benign,,CWE-022,taint
CVE-2026-54785,fixed,request,LocalLLMScorer,abstain,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,StructuralHeuristicScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,ConfigSigScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,both,StructuralHeuristicScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,both,CodeQLBaselineScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,both,ConfigSigScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,both,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,both,LocalLLMScorer,vulnerable,benign,CWE-022,CWE-022,taint
CVE-2026-59881,vuln,request,StructuralHeuristicScorer,abstain,vulnerable,,CWE-020,logic
CVE-2026-59881,vuln,request,CodeQLBaselineScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,request,ConfigSigScorer,abstain,vulnerable,,CWE-020,logic
CVE-2026-59881,vuln,request,CPGEvidenceScorer,abstain,vulnerable,,CWE-020,logic
CVE-2026-59881,vuln,request,LocalLLMScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,both,StructuralHeuristicScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,both,CodeQLBaselineScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,both,ConfigSigScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,both,CPGEvidenceScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,both,LocalLLMScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,request,StructuralHeuristicScorer,abstain,benign,,CWE-020,logic
CVE-2026-59881,fixed,request,CodeQLBaselineScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,request,ConfigSigScorer,abstain,benign,,CWE-020,logic
CVE-2026-59881,fixed,request,CPGEvidenceScorer,abstain,benign,,CWE-020,logic
CVE-2026-59881,fixed,request,LocalLLMScorer,abstain,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,ConfigSigScorer,abstain,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,CPGEvidenceScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,both,StructuralHeuristicScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,both,CodeQLBaselineScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,both,ConfigSigScorer,abstain,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,both,CPGEvidenceScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,both,LocalLLMScorer,vulnerable,benign,CWE-020,CWE-020,logic
CVE-2026-69243,vuln,request,StructuralHeuristicScorer,abstain,vulnerable,,CWE-444,logic
CVE-2026-69243,vuln,request,CodeQLBaselineScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,request,ConfigSigScorer,abstain,vulnerable,,CWE-444,logic
CVE-2026-69243,vuln,request,CPGEvidenceScorer,abstain,vulnerable,,CWE-444,logic
CVE-2026-69243,vuln,request,LocalLLMScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,both,StructuralHeuristicScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,both,CodeQLBaselineScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,both,ConfigSigScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,both,CPGEvidenceScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,both,LocalLLMScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,request,StructuralHeuristicScorer,abstain,benign,,CWE-444,logic
CVE-2026-69243,fixed,request,CodeQLBaselineScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,request,ConfigSigScorer,abstain,benign,,CWE-444,logic
CVE-2026-69243,fixed,request,CPGEvidenceScorer,abstain,benign,,CWE-444,logic
CVE-2026-69243,fixed,request,LocalLLMScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,ConfigSigScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,CPGEvidenceScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,LocalLLMScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,both,StructuralHeuristicScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,both,CodeQLBaselineScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,both,ConfigSigScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,both,CPGEvidenceScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,both,LocalLLMScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-67424,vuln,request,StructuralHeuristicScorer,abstain,vulnerable,,CWE-918,taint
CVE-2026-67424,vuln,request,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,request,ConfigSigScorer,abstain,vulnerable,,CWE-918,taint
CVE-2026-67424,vuln,request,CPGEvidenceScorer,abstain,vulnerable,,CWE-918,taint
CVE-2026-67424,vuln,request,LocalLLMScorer,abstain,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,StructuralHeuristicScorer,vulnerable,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-918,taint
CVE-2026-67424,vuln,code,LocalLLMScorer,vulnerable,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,both,StructuralHeuristicScorer,vulnerable,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,both,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,both,ConfigSigScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,both,CPGEvidenceScorer,vulnerable,vulnerable,CWE-022,CWE-918,taint
CVE-2026-67424,vuln,both,LocalLLMScorer,vulnerable,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,request,StructuralHeuristicScorer,abstain,benign,,CWE-918,taint
CVE-2026-67424,fixed,request,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,request,ConfigSigScorer,abstain,benign,,CWE-918,taint
CVE-2026-67424,fixed,request,CPGEvidenceScorer,abstain,benign,,CWE-918,taint
CVE-2026-67424,fixed,request,LocalLLMScorer,abstain,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,StructuralHeuristicScorer,vulnerable,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,ConfigSigScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-918,taint
CVE-2026-67424,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,both,StructuralHeuristicScorer,vulnerable,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,both,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,both,ConfigSigScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,both,CPGEvidenceScorer,vulnerable,benign,CWE-022,CWE-918,taint
CVE-2026-67424,fixed,both,LocalLLMScorer,vulnerable,benign,CWE-918,CWE-918,taint
CVE-2026-67435,vuln,request,StructuralHeuristicScorer,abstain,vulnerable,,CWE-200,logic
CVE-2026-67435,vuln,request,CodeQLBaselineScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,request,ConfigSigScorer,abstain,vulnerable,,CWE-200,logic
CVE-2026-67435,vuln,request,CPGEvidenceScorer,abstain,vulnerable,,CWE-200,logic
CVE-2026-67435,vuln,request,LocalLLMScorer,abstain,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-200,CWE-200,logic
