sample_id,version,mode,scorer,predicted,truth,cwe_predicted,cwe_truth,group
devign-qemu-1326,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-890,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1788,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-400,,qemu
devign-FFmpeg-2106,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-996,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-256,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-648,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-969,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-180,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1704,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1011,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-841,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-078,,qemu
devign-qemu-2047,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-1192,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-600,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-2032,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-200,,qemu
devign-FFmpeg-733,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-1707,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1064,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-2498,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1137,d2_devign,code,LocalLLMScorer,benign,benign,null,,qemu
devign-FFmpeg-1863,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-FFmpeg-1395,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-818,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1194,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1799,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-795,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1096,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-647,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1410,d2_devign,code,LocalLLMScorer,benign,benign,,,qemu
devign-qemu-2494,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-1845,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-595,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1183,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-200,,qemu
devign-qemu-1969,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1455,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-661,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-484,d2_devign,code,LocalLLMScorer,benign,benign,,,FFmpeg
devign-qemu-1051,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1509,d2_devign,code,LocalLLMScorer,benign,benign,null,,qemu
devign-qemu-994,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-1656,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-1483,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-565,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1066,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1777,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1883,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1059,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-2020,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-715,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-616,d2_devign,code,LocalLLMScorer,benign,benign,,,FFmpeg
devign-qemu-126,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-1227,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-476,,FFmpeg
devign-qemu-2482,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1499,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-8,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-2473,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1823,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-078,,qemu
devign-FFmpeg-1208,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-110,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-7,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-861,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-2290,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-20,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-99,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-2505,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-1516,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1235,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1906,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-1337,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,FFmpeg
devign-qemu-1401,d2_devign,code,LocalLLMScorer,benign,benign,,,qemu
devign-qemu-1024,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-590,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-2151,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-70,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-1705,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-811,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-78: OS Command Injection,,FFmpeg
devign-qemu-2327,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1361,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1246,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-2360,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-190,,qemu
devign-qemu-1502,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-67,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-831,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,qemu
devign-qemu-713,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-465,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-200: 越权访问,,qemu
devign-qemu-1315,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1171,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1787,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-976,d2_devign,code,LocalLLMScorer,benign,vulnerable,,,FFmpeg
devign-qemu-1519,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-078,,qemu
devign-qemu-304,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1229,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1964,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-2055,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1263,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-119,,qemu
devign-qemu-2426,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-2312,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-872,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-2218,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1733,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-1475,d2_devign,code,LocalLLMScorer,benign,vulnerable,,,qemu
devign-FFmpeg-1153,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-2361,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-428,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-19,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-743,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1202,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-610,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-1893,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1740,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-671,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1079,d2_devign,code,LocalLLMScorer,benign,benign,null,,qemu
devign-qemu-1393,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-2355,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-259,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-27,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-983,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-190,,FFmpeg
devign-qemu-350,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-2271,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-441,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-15,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1958,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-153,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,FFmpeg
devign-FFmpeg-1222,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-2442,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-2157,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-284,,qemu
devign-qemu-107,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-1658,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-078,,FFmpeg
devign-qemu-283,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-1005,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-287,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-190,,qemu
devign-FFmpeg-1513,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-2180,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-584,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-663,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1890,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-86,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-29,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-480,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1901,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-717,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-1335,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-2128,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-1986,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-332,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-228,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-2394,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-2108,d2_devign,code,LocalLLMScorer,benign,benign,null,,FFmpeg
devign-qemu-87,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-2229,d2_devign,code,LocalLLMScorer,benign,benign,,,FFmpeg
devign-qemu-1676,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1080,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-34,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1980,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-257,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-362,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-2059,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1813,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-078,,qemu
devign-FFmpeg-1201,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-1003,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-2167,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-1574,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-2294,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1125,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-374,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-2228,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-4,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1536,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-2368,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-2418,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-575,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-1678,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-881,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1876,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-1884,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-589,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1595,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-2037,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-FFmpeg-102,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-968,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-400,,qemu
devign-FFmpeg-435,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1187,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,qemu
devign-qemu-1914,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-298,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-1362,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-1049,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-474,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-1951,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-532,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-400,,qemu
devign-qemu-2306,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-592,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1960,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-2298,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-2369,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,qemu
devign-qemu-699,d2_devign,code,LocalLLMScorer,benign,benign,null,,qemu
devign-qemu-1270,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-2412,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-1223,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,qemu
devign-qemu-685,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-624,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1514,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-1517,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1978,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-980,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-372,d2_devign,code,LocalLLMScorer,benign,benign,,,FFmpeg
devign-qemu-2092,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-220,d2_devign,code,LocalLLMScorer,abstain,benign,null,,FFmpeg
devign-qemu-995,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-464,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1916,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-FFmpeg-964,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-836,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-738,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1699,d2_devign,code,LocalLLMScorer,benign,vulnerable,null,,qemu
devign-FFmpeg-1593,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-1458,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1357,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-1493,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-1531,d2_devign,code,LocalLLMScorer,benign,vulnerable,,,FFmpeg
devign-qemu-2202,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-779,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-qemu-1340,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-2493,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-1461,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-2471,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-078,,qemu
devign-qemu-1614,d2_devign,code,LocalLLMScorer,vulnerable,vulnerable,CWE-078,,qemu
devign-FFmpeg-443,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-2010,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,qemu
devign-FFmpeg-2409,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-FFmpeg-2013,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,FFmpeg
devign-qemu-1904,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-2367,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-505,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-2503,d2_devign,code,LocalLLMScorer,benign,benign,,,qemu
devign-qemu-1438,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-863,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-882,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-1494,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-1563,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-1448,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-FFmpeg-2063,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-931,d2_devign,code,LocalLLMScorer,vulnerable,benign,CWE-400,,qemu
devign-qemu-1592,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-FFmpeg-559,d2_devign,code,LocalLLMScorer,abstain,vulnerable,,,FFmpeg
devign-qemu-731,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-117,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-qemu-566,d2_devign,code,LocalLLMScorer,abstain,benign,null,,qemu
devign-qemu-552,d2_devign,code,LocalLLMScorer,abstain,vulnerable,null,,qemu
devign-FFmpeg-2293,d2_devign,code,LocalLLMScorer,abstain,benign,,,FFmpeg
devign-qemu-393,d2_devign,code,LocalLLMScorer,abstain,benign,,,qemu
devign-qemu-17,d2_devign,code,LocalLLMScorer,benign,benign,,,qemu
