sample_id,version,mode,scorer,predicted,truth,cwe_predicted,cwe_truth,group
CVE-2026-53505,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-400,CWE-400,logic
CVE-2026-54706,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-059,CWE-059,logic
CVE-2026-54706,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-059,CWE-059,logic
CVE-2026-54706,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-059,CWE-059,logic
CVE-2026-54706,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-059,CWE-059,logic
CVE-2026-54706,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-059,CWE-059,logic
CVE-2026-54706,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-059,CWE-059,logic
CVE-2026-54706,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-059,CWE-059,logic
CVE-2026-54706,fixed,code,ConfigSigScorer,benign,benign,CWE-059,CWE-059,logic
CVE-2026-54706,fixed,code,CPGEvidenceScorer,benign,benign,CWE-059,CWE-059,logic
CVE-2026-54706,fixed,code,LocalLLMScorer,vulnerable,benign,CWE-059,CWE-059,logic
CVE-2026-54707,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,ConfigSigScorer,abstain,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,CPGEvidenceScorer,benign,benign,CWE-863,CWE-863,logic
CVE-2026-54707,fixed,code,LocalLLMScorer,abstain,benign,CWE-863,CWE-863,logic
CVE-2026-54785,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,ConfigSigScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,CPGEvidenceScorer,benign,benign,CWE-022,CWE-022,taint
CVE-2026-54785,fixed,code,LocalLLMScorer,abstain,benign,CWE-022,CWE-022,taint
CVE-2026-59881,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,ConfigSigScorer,abstain,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,CPGEvidenceScorer,benign,benign,CWE-020,CWE-020,logic
CVE-2026-59881,fixed,code,LocalLLMScorer,abstain,benign,CWE-020,CWE-020,logic
CVE-2026-69243,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,ConfigSigScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,CPGEvidenceScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-69243,fixed,code,LocalLLMScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-67424,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,ConfigSigScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,CPGEvidenceScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67424,fixed,code,LocalLLMScorer,abstain,benign,CWE-918,CWE-918,taint
CVE-2026-67435,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-200,CWE-200,logic
CVE-2026-67435,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-67435,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-67435,fixed,code,ConfigSigScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-67435,fixed,code,CPGEvidenceScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-67435,fixed,code,LocalLLMScorer,abstain,benign,CWE-200,CWE-200,logic
CVE-2026-70487,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70487,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70487,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70487,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70487,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70487,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70487,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70487,fixed,code,ConfigSigScorer,abstain,benign,CWE-862,CWE-862,logic
CVE-2026-70487,fixed,code,CPGEvidenceScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70487,fixed,code,LocalLLMScorer,abstain,benign,CWE-862,CWE-862,logic
CVE-2026-70488,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-639,CWE-639,logic
CVE-2026-70488,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-639,CWE-639,logic
CVE-2026-70488,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-639,CWE-639,logic
CVE-2026-70488,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-639,CWE-639,logic
CVE-2026-70488,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-639,CWE-639,logic
CVE-2026-70488,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-639,CWE-639,logic
CVE-2026-70488,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-639,CWE-639,logic
CVE-2026-70488,fixed,code,ConfigSigScorer,abstain,benign,CWE-639,CWE-639,logic
CVE-2026-70488,fixed,code,CPGEvidenceScorer,benign,benign,CWE-639,CWE-639,logic
CVE-2026-70488,fixed,code,LocalLLMScorer,abstain,benign,CWE-639,CWE-639,logic
CVE-2026-71433,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-71433,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-71433,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-71433,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-71433,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-200,CWE-200,logic
CVE-2026-71433,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-71433,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-71433,fixed,code,ConfigSigScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-71433,fixed,code,CPGEvidenceScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-71433,fixed,code,LocalLLMScorer,abstain,benign,CWE-200,CWE-200,logic
CVE-2026-71554,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-71554,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-71554,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-71554,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-444,CWE-444,logic
CVE-2026-71554,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-444,CWE-444,logic
CVE-2026-71554,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-71554,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-71554,fixed,code,ConfigSigScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-71554,fixed,code,CPGEvidenceScorer,benign,benign,CWE-444,CWE-444,logic
CVE-2026-71554,fixed,code,LocalLLMScorer,abstain,benign,CWE-444,CWE-444,logic
CVE-2026-54548,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-295,CWE-295,logic
CVE-2026-54548,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-295,CWE-295,logic
CVE-2026-54548,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-295,CWE-295,logic
CVE-2026-54548,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-295,CWE-295,logic
CVE-2026-54548,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-295,CWE-295,logic
CVE-2026-54548,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-295,CWE-295,logic
CVE-2026-54548,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-295,CWE-295,logic
CVE-2026-54548,fixed,code,ConfigSigScorer,benign,benign,CWE-295,CWE-295,logic
CVE-2026-54548,fixed,code,CPGEvidenceScorer,benign,benign,CWE-295,CWE-295,logic
CVE-2026-54548,fixed,code,LocalLLMScorer,abstain,benign,CWE-295,CWE-295,logic
CVE-2026-54553,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-54553,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-54553,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-54553,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-54553,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-200,CWE-200,logic
CVE-2026-54553,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-54553,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-54553,fixed,code,ConfigSigScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-54553,fixed,code,CPGEvidenceScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-54553,fixed,code,LocalLLMScorer,abstain,benign,CWE-200,CWE-200,logic
CVE-2026-54569,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-095,CWE-095,logic
CVE-2026-54569,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-095,CWE-095,logic
CVE-2026-54569,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-095,CWE-095,logic
CVE-2026-54569,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-095,CWE-095,logic
CVE-2026-54569,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-095,CWE-095,logic
CVE-2026-54569,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-095,CWE-095,logic
CVE-2026-54569,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-095,CWE-095,logic
CVE-2026-54569,fixed,code,ConfigSigScorer,benign,benign,CWE-095,CWE-095,logic
CVE-2026-54569,fixed,code,CPGEvidenceScorer,benign,benign,CWE-095,CWE-095,logic
CVE-2026-54569,fixed,code,LocalLLMScorer,abstain,benign,CWE-095,CWE-095,logic
CVE-2026-54338,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-54338,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-54338,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-54338,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-54338,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-54338,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-54338,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-54338,fixed,code,ConfigSigScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-54338,fixed,code,CPGEvidenceScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-54338,fixed,code,LocalLLMScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-45019,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-45019,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-45019,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-45019,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-45019,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-918,CWE-918,taint
CVE-2026-45019,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-45019,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-45019,fixed,code,ConfigSigScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-45019,fixed,code,CPGEvidenceScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-45019,fixed,code,LocalLLMScorer,abstain,benign,CWE-918,CWE-918,taint
CVE-2026-55099,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-55099,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-55099,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-55099,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-55099,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-55099,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-55099,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-55099,fixed,code,ConfigSigScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-55099,fixed,code,CPGEvidenceScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-55099,fixed,code,LocalLLMScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-55620,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-770,CWE-770,logic
CVE-2026-55620,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-770,CWE-770,logic
CVE-2026-55620,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-770,CWE-770,logic
CVE-2026-55620,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-770,CWE-770,logic
CVE-2026-55620,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-770,CWE-770,logic
CVE-2026-55620,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-770,CWE-770,logic
CVE-2026-55620,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-770,CWE-770,logic
CVE-2026-55620,fixed,code,ConfigSigScorer,benign,benign,CWE-770,CWE-770,logic
CVE-2026-55620,fixed,code,CPGEvidenceScorer,benign,benign,CWE-770,CWE-770,logic
CVE-2026-55620,fixed,code,LocalLLMScorer,abstain,benign,CWE-770,CWE-770,logic
CVE-2026-67428,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67428,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67428,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67428,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67428,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-918,CWE-918,taint
CVE-2026-67428,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67428,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67428,fixed,code,ConfigSigScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67428,fixed,code,CPGEvidenceScorer,benign,benign,CWE-918,CWE-918,taint
CVE-2026-67428,fixed,code,LocalLLMScorer,abstain,benign,CWE-918,CWE-918,taint
CVE-2026-54770,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-601,CWE-601,logic
CVE-2026-54770,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-601,CWE-601,logic
CVE-2026-54770,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-601,CWE-601,logic
CVE-2026-54770,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-601,CWE-601,logic
CVE-2026-54770,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-601,CWE-601,logic
CVE-2026-54770,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-601,CWE-601,logic
CVE-2026-54770,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-601,CWE-601,logic
CVE-2026-54770,fixed,code,ConfigSigScorer,benign,benign,CWE-601,CWE-601,logic
CVE-2026-54770,fixed,code,CPGEvidenceScorer,benign,benign,CWE-601,CWE-601,logic
CVE-2026-54770,fixed,code,LocalLLMScorer,abstain,benign,CWE-601,CWE-601,logic
CVE-2026-70489,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-70489,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-70489,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-70489,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-400,CWE-400,logic
CVE-2026-70489,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-400,CWE-400,logic
CVE-2026-70489,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-70489,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-70489,fixed,code,ConfigSigScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-70489,fixed,code,CPGEvidenceScorer,benign,benign,CWE-400,CWE-400,logic
CVE-2026-70489,fixed,code,LocalLLMScorer,abstain,benign,CWE-400,CWE-400,logic
CVE-2026-70491,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-70491,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-70491,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-70491,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-200,CWE-200,logic
CVE-2026-70491,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-200,CWE-200,logic
CVE-2026-70491,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-70491,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-70491,fixed,code,ConfigSigScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-70491,fixed,code,CPGEvidenceScorer,benign,benign,CWE-200,CWE-200,logic
CVE-2026-70491,fixed,code,LocalLLMScorer,abstain,benign,CWE-200,CWE-200,logic
CVE-2026-70493,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-1333,CWE-1333,logic
CVE-2026-70493,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-1333,CWE-1333,logic
CVE-2026-70493,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-1333,CWE-1333,logic
CVE-2026-70493,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-1333,CWE-1333,logic
CVE-2026-70493,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-1333,CWE-1333,logic
CVE-2026-70493,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-1333,CWE-1333,logic
CVE-2026-70493,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-1333,CWE-1333,logic
CVE-2026-70493,fixed,code,ConfigSigScorer,benign,benign,CWE-1333,CWE-1333,logic
CVE-2026-70493,fixed,code,CPGEvidenceScorer,benign,benign,CWE-1333,CWE-1333,logic
CVE-2026-70493,fixed,code,LocalLLMScorer,abstain,benign,CWE-1333,CWE-1333,logic
CVE-2026-70494,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70494,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70494,vuln,code,ConfigSigScorer,abstain,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70494,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70494,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-862,CWE-862,logic
CVE-2026-70494,fixed,code,StructuralHeuristicScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70494,fixed,code,CodeQLBaselineScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70494,fixed,code,ConfigSigScorer,abstain,benign,CWE-862,CWE-862,logic
CVE-2026-70494,fixed,code,CPGEvidenceScorer,benign,benign,CWE-862,CWE-862,logic
CVE-2026-70494,fixed,code,LocalLLMScorer,abstain,benign,CWE-862,CWE-862,logic
CVE-2026-55211,vuln,code,StructuralHeuristicScorer,benign,vulnerable,CWE-125,CWE-125,logic
CVE-2026-55211,vuln,code,CodeQLBaselineScorer,benign,vulnerable,CWE-125,CWE-125,logic
CVE-2026-55211,vuln,code,ConfigSigScorer,benign,vulnerable,CWE-125,CWE-125,logic
CVE-2026-55211,vuln,code,CPGEvidenceScorer,benign,vulnerable,CWE-125,CWE-125,logic
CVE-2026-55211,vuln,code,LocalLLMScorer,abstain,vulnerable,CWE-125,CWE-125,logic
